,nearest_public_figure_id,econ,dipl,govt,scty,age,sex,study,work,nearest_result_id,date
24121,5.0,22.5,-17.5,-5.0,8.5,Between 18 and 25,M,High School,University Student,27.0,2022-04-22
24123,2.0,85.0,77.5,122.5,157.0,Between 18 and 25,M,High School,Student,2.0,2022-04-22
24128,5.0,-7.5,-25.0,-42.5,-42.0,Between 26 and 35,F,Bachelor's Degree,University Student,31.0,2022-04-22
24130,2.0,60.0,37.5,77.5,114.5,Between 26 and 35,M,First Level Master Degree,Freelance,14.0,2022-04-22
24131,2.0,82.5,25.0,45.0,113.5,Between 26 and 35,M,Middle School,Permanent Employee,4.0,2022-04-23
24132,4.0,35.0,-7.5,30.0,38.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,28.0,2022-04-23
24133,6.0,70.0,12.5,-12.5,51.5,Less than 18,M,Middle School,Student,12.0,2022-04-23
24134,2.0,45.0,50.0,55.0,96.5,Less than 18,M,Middle School,Student,21.0,2022-04-23
24135,4.0,35.0,0.0,5.0,67.0,Less than 18,M,High School,Student,12.0,2022-04-23
24136,5.0,55.0,-15.0,-75.0,-7.0,Between 56 and 65,F,High School,Freelance,9.0,2022-04-23
24137,6.0,60.0,7.5,0.0,49.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-04-23
24139,4.0,82.5,20.0,12.5,50.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-04-23
24140,5.0,-15.0,-25.0,-42.5,-34.0,Between 26 and 35,M,Bachelor's Degree,Entrepreneur,31.0,2022-04-23
24141,5.0,57.5,-60.0,-35.0,43.5,Less than 18,M,Middle School,University Student,9.0,2022-04-23
24142,5.0,0.0,0.0,0.0,0.0,,,,,27.0,2022-04-23
24143,3.0,55.0,-47.5,-40.0,58.5,Less than 18,M,Middle School,Student,9.0,2022-04-23
24144,6.0,40.0,-20.0,-15.0,46.5,Between 26 and 35,M,Bachelor's Degree,Looking for employment,13.0,2022-04-23
24145,2.0,80.0,42.5,40.0,96.0,Between 18 and 25,M,Bachelor's Degree,University Student,4.0,2022-04-23
24146,5.0,0.0,-37.5,-47.5,11.0,Between 18 and 25,F,High School,Student,27.0,2022-04-23
24148,6.0,20.0,12.5,5.0,56.5,Between 18 and 25,M,Middle School,Student,28.0,2022-04-23
24149,5.0,-7.5,-20.0,-15.0,23.5,Between 18 and 25,M,High School,Student,27.0,2022-04-23
24150,5.0,-10.0,-15.0,-30.0,-7.0,Less than 18,M,Middle School,Student,27.0,2022-04-23
24151,4.0,35.0,17.5,12.5,48.0,Less than 18,M,Middle School,Student,19.0,2022-04-23
24152,2.0,62.5,60.0,110.0,132.0,Less than 18,M,Middle School,Student,14.0,2022-04-23
24153,2.0,67.5,55.0,110.0,112.0,Between 18 and 25,M,First Level Master Degree,I'd rather not answer,14.0,2022-04-23
24154,2.0,35.0,25.0,57.5,112.0,Between 18 and 25,M,High School,Permanent Employee,21.0,2022-04-24
24155,4.0,35.0,25.0,30.0,38.5,Less than 18,M,Middle School,Student,19.0,2022-04-24
24156,5.0,10.0,-60.0,-117.5,-82.0,Less than 18,M,I'd rather not answer,Student,37.0,2022-04-24
24157,5.0,30.0,10.0,-22.5,10.5,Between 46 and 55,F,High School,Permanent Employee,16.0,2022-04-24
24160,4.0,52.5,2.5,10.0,70.0,Less than 18,F,Middle School,Student,12.0,2022-04-24
24161,5.0,27.5,-12.5,-60.0,16.5,Between 18 and 25,M,I'd rather not answer,I'd rather not answer,16.0,2022-04-24
24163,5.0,37.5,-10.0,-75.0,-39.5,Between 46 and 55,F,I'd rather not answer,Freelance,10.0,2022-04-24
24164,5.0,25.0,-70.0,-160.0,-112.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,24.0,2022-04-24
24165,2.0,87.5,57.5,90.0,157.0,Between 18 and 25,F,Master's Degree,University Student,2.0,2022-04-24
24166,6.0,35.0,-20.0,-5.0,72.0,Less than 18,F,High School,Student,13.0,2022-04-24
24167,5.0,40.0,5.0,-40.0,14.5,Between 26 and 35,F,Master's Degree,Entrepreneur,16.0,2022-04-24
24168,5.0,22.5,-27.5,-30.0,18.0,Between 18 and 25,M,Master's Degree,University Student,16.0,2022-04-24
24169,6.0,25.0,7.5,2.5,30.0,Less than 18,M,High School,Student,28.0,2022-04-24
24171,6.0,35.0,7.5,-5.0,43.5,Less than 18,M,I'd rather not answer,Student,13.0,2022-04-24
24172,2.0,35.0,12.5,47.5,84.5,Between 36 and 45,F,First Level Master Degree,Entrepreneur,19.0,2022-04-24
24173,5.0,40.0,-50.0,-70.0,-12.0,Between 36 and 45,M,Bachelor's Degree,Looking for employment,10.0,2022-04-24
24174,6.0,30.0,7.5,-7.5,69.5,Less than 18,M,High School,Student,12.0,2022-04-24
24175,5.0,45.0,-90.0,-170.0,-82.0,Less than 18,M,Middle School,Student,24.0,2022-04-24
24177,5.0,50.0,-70.0,-150.0,-82.0,Less than 18,M,I'd rather not answer,Student,24.0,2022-04-24
24179,3.0,52.5,-20.0,-35.0,41.5,Between 18 and 25,M,Master's Degree,Permanent Employee,13.0,2022-04-24
24180,5.0,50.0,-32.5,-62.5,34.0,Between 18 and 25,M,Master's Degree,Permanent Employee,9.0,2022-04-24
24181,2.0,75.0,70.0,105.0,134.5,Less than 18,M,Middle School,Student,2.0,2022-04-25
24182,2.0,50.0,47.5,95.0,134.5,Less than 18,M,Middle School,Student,14.0,2022-04-25
24187,2.0,-35.0,45.0,137.5,117.0,Less than 18,M,Middle School,Student,34.0,2022-04-25
24188,2.0,-2.5,15.0,75.0,104.5,Less than 18,M,Middle School,Student,19.0,2022-04-25
24190,2.0,-17.5,27.5,90.0,104.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,34.0,2022-04-25
24193,6.0,-50.0,-50.0,60.0,22.0,Between 18 and 25,M,Middle School,Student,41.0,2022-04-25
24195,4.0,-60.0,-10.0,80.0,22.0,Between 18 and 25,M,Middle School,Student,47.0,2022-04-25
24196,2.0,-20.0,12.5,90.0,99.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,34.0,2022-04-25
24198,4.0,-60.0,-10.0,80.0,22.0,Less than 18,M,Vocational qualification,University Student,47.0,2022-04-25
24199,2.0,0.0,20.0,110.0,102.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,33.0,2022-04-25
24201,4.0,-50.0,0.0,70.0,52.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,47.0,2022-04-25
24204,4.0,50.0,-7.5,12.5,66.0,Less than 18,M,High School,Student,12.0,2022-04-25
24205,2.0,60.0,12.5,27.5,121.0,Between 18 and 25,M,High School,Student,12.0,2022-04-25
24206,2.0,27.5,25.0,57.5,74.5,Between 18 and 25,M,High School,Permanent Employee,19.0,2022-04-25
24208,5.0,32.5,27.5,-37.5,28.5,Between 18 and 25,N,Vocational qualification,Entrepreneur,26.0,2022-04-25
24210,2.0,45.0,32.5,60.0,111.0,Less than 18,F,Middle School,Student,21.0,2022-04-25
24211,5.0,40.0,0.0,-40.0,12.0,More than 65,F,PhD,Retired,16.0,2022-04-25
24213,5.0,-40.0,0.0,40.0,-12.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0,2022-04-25
24214,2.0,72.5,22.5,70.0,127.0,Between 18 and 25,F,High School,University Student,2.0,2022-04-25
24215,2.0,67.5,62.5,105.0,154.5,Less than 18,M,Middle School,Student,2.0,2022-04-25
24216,4.0,55.0,-7.5,15.0,73.5,Between 18 and 25,M,High School,University Student,12.0,2022-04-25
24217,2.0,37.5,65.0,140.0,118.5,Less than 18,M,High School,Student,14.0,2022-04-25
24218,6.0,7.5,-27.5,-2.5,69.5,Between 26 and 35,M,Master's Degree,I'd rather not answer,27.0,2022-04-25
24219,2.0,57.5,20.0,70.0,124.5,Between 18 and 25,M,High School,University Student,14.0,2022-04-25
24220,2.0,62.5,35.0,52.5,106.0,Between 18 and 25,N,I'd rather not answer,I'd rather not answer,14.0,2022-04-25
24222,6.0,52.5,-7.5,10.0,48.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-04-25
24223,6.0,35.0,0.0,0.0,42.5,Between 26 and 35,M,High School,Permanent Employee,13.0,2022-04-25
24224,6.0,35.0,-10.0,-22.5,50.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2022-04-25
24226,5.0,-20.0,-50.0,-35.0,-29.0,Between 26 and 35,M,Master's Degree,University Student,31.0,2022-04-25
24227,5.0,27.5,-45.0,-45.0,-14.0,Between 36 and 45,M,High School,Freelance,16.0,2022-04-25
24228,3.0,40.0,-32.5,-30.0,44.0,Between 18 and 25,M,High School,University Student,13.0,2022-04-25
24229,2.0,55.0,60.0,115.0,151.0,Between 18 and 25,M,High School,University Student,14.0,2022-04-25
24230,2.0,62.5,42.5,70.0,101.5,Between 18 and 25,M,High School,University Student,14.0,2022-04-25
24231,6.0,32.5,-20.0,10.0,63.5,Between 18 and 25,M,Bachelor's Degree,University Student,13.0,2022-04-25
24232,4.0,42.5,2.5,37.5,62.0,Between 26 and 35,M,Master's Degree,Freelance,19.0,2022-04-25
24234,5.0,25.0,-15.0,-17.5,-0.5,Between 26 and 35,M,High School,University Student,27.0,2022-04-25
24236,5.0,-10.0,-60.0,-190.0,-92.0,Between 56 and 65,M,I'd rather not answer,I'd rather not answer,38.0,2022-04-25
24237,5.0,47.5,-25.0,-35.0,30.0,Less than 18,M,Middle School,Student,13.0,2022-04-25
24239,5.0,60.0,-25.0,-75.0,1.0,Less than 18,M,Middle School,Student,9.0,2022-04-25
24240,2.0,32.5,-7.5,60.0,124.5,Between 18 and 25,M,High School,Student,19.0,2022-04-25
24242,2.0,12.5,-12.5,57.5,117.0,Between 18 and 25,M,High School,Student,19.0,2022-04-25
24243,4.0,70.0,5.0,5.0,56.0,Between 18 and 25,N,I'd rather not answer,I'd rather not answer,12.0,2022-04-25
24244,2.0,32.5,40.0,77.5,114.5,Between 18 and 25,M,Bachelor's Degree,University Student,21.0,2022-04-25
24245,4.0,55.0,15.0,12.5,76.0,More than 65,M,High School,Retired,12.0,2022-04-25
24246,6.0,62.5,-30.0,-7.5,48.5,Less than 18,M,Middle School,Student,13.0,2022-04-25
24247,6.0,37.5,-17.5,-17.5,69.5,Less than 18,M,Middle School,Student,13.0,2022-04-25
24248,5.0,40.0,0.0,-40.0,17.0,Less than 18,F,First Level Master Degree,Freelance,16.0,2022-04-25
24250,5.0,-40.0,0.0,40.0,-12.0,Less than 18,M,Middle School,Student,41.0,2022-04-25
24252,5.0,25.0,-25.0,-65.0,33.0,Less than 18,M,High School,Student,16.0,2022-04-25
24254,2.0,67.5,15.0,27.5,93.5,Less than 18,M,Middle School,Student,12.0,2022-04-25
24255,2.0,67.5,2.5,27.5,96.0,Between 18 and 25,M,High School,Student,12.0,2022-04-26
24256,6.0,40.0,-22.5,-2.5,38.5,Between 36 and 45,F,Bachelor's Degree,Permanent Employee,13.0,2022-04-26
24257,2.0,40.0,25.0,47.5,92.0,Between 46 and 55,F,Master's Degree,Permanent Employee,21.0,2022-04-26
24258,6.0,22.5,-12.5,12.5,48.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,28.0,2022-04-26
24259,2.0,57.5,40.0,82.5,132.0,Less than 18,M,Middle School,Student,14.0,2022-04-26
24260,2.0,75.0,22.5,85.0,137.0,Less than 18,M,Middle School,Student,2.0,2022-04-26
24261,6.0,17.5,-10.0,2.5,65.5,Less than 18,F,Middle School,Student,28.0,2022-04-26
24264,5.0,40.0,0.0,-40.0,12.0,Between 18 and 25,M,PhD,Permanent Employee,16.0,2022-04-26
24265,2.0,50.0,27.5,45.0,101.0,Less than 18,F,Middle School,Student,21.0,2022-04-26
24266,6.0,2.5,-5.0,2.5,55.0,Less than 18,M,Middle School,Student,28.0,2022-04-26
24267,2.0,57.5,5.0,37.5,117.0,Less than 18,F,Middle School,Student,12.0,2022-04-26
24268,4.0,12.5,12.5,35.0,66.0,Less than 18,M,Middle School,Student,28.0,2022-04-26
24269,4.0,12.5,7.5,27.5,37.0,Less than 18,M,Middle School,Student,28.0,2022-04-26
24270,5.0,-40.0,5.0,37.5,-12.0,Less than 18,M,Middle School,Student,41.0,2022-04-26
24272,5.0,2.5,-75.0,-130.0,-61.0,Less than 18,M,Middle School,Student,38.0,2022-04-26
24273,5.0,40.0,0.0,-40.0,12.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2022-04-26
24274,5.0,0.0,0.0,0.0,0.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2022-04-26
24275,3.0,-20.0,35.0,-15.0,36.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2022-04-26
24276,4.0,-12.5,-5.0,42.5,46.0,Between 18 and 25,M,Bachelor's Degree,Student,28.0,2022-04-26
24277,5.0,-5.0,-47.5,-65.0,6.5,Between 18 and 25,M,Middle School,Student,37.0,2022-04-26
24278,2.0,67.5,40.0,67.5,119.5,Between 18 and 25,M,Bachelor's Degree,University Student,2.0,2022-04-26
24279,2.0,60.0,5.0,15.0,112.0,Less than 18,F,High School,Student,12.0,2022-04-26
24280,2.0,62.5,10.0,75.0,137.0,Between 18 and 25,M,High School,University Student,14.0,2022-04-26
24281,5.0,25.0,-37.5,-27.5,-1.5,Less than 18,M,High School,Student,16.0,2022-04-26
24283,5.0,57.5,-90.0,-165.0,-127.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,24.0,2022-04-26
24285,4.0,75.0,-15.0,0.0,84.0,Less than 18,M,Middle School,Student,12.0,2022-04-26
24286,2.0,60.0,20.0,15.0,112.5,Between 18 and 25,M,High School,Student,12.0,2022-04-26
24287,2.0,52.5,30.0,105.0,94.5,Less than 18,M,Middle School,Student,14.0,2022-04-26
24288,5.0,-17.5,-25.0,-105.0,-62.0,Between 18 and 25,M,High School,University Student,30.0,2022-04-26
24291,2.0,57.5,57.5,117.5,129.5,Between 18 and 25,N,Middle School,Student,14.0,2022-04-26
24292,5.0,2.5,-22.5,-27.5,-31.5,Between 26 and 35,M,Bachelor's Degree,University Student,18.0,2022-04-26
24295,5.0,42.5,-20.0,-60.0,36.5,Between 18 and 25,M,PhD,Permanent Employee,9.0,2022-04-26
24296,5.0,65.0,-47.5,-72.5,26.0,Less than 18,M,Middle School,Student,9.0,2022-04-26
24297,2.0,47.5,35.0,75.0,117.0,Between 18 and 25,N,I'd rather not answer,I'd rather not answer,14.0,2022-04-26
24299,2.0,60.0,40.0,75.0,114.5,Between 18 and 25,N,I'd rather not answer,I'd rather not answer,14.0,2022-04-26
24301,2.0,60.0,35.0,75.0,104.5,Between 18 and 25,N,I'd rather not answer,I'd rather not answer,14.0,2022-04-26
24302,2.0,62.5,32.5,67.5,102.0,Between 18 and 25,F,Middle School,Student,14.0,2022-04-26
24304,2.0,72.5,50.0,60.0,104.5,Between 18 and 25,F,Master's Degree,Fixed Term Employee,2.0,2022-04-27
24305,2.0,72.5,57.5,90.0,136.0,Between 18 and 25,F,Middle School,Student,2.0,2022-04-27
24307,5.0,0.0,-2.5,-72.5,-22.0,Less than 18,M,High School,Student,17.0,2022-04-27
24308,5.0,-5.0,-45.0,-72.5,-71.0,Between 18 and 25,M,Bachelor's Degree,University Student,30.0,2022-04-27
24310,2.0,25.0,32.5,60.0,82.0,Between 18 and 25,M,Middle School,Student,21.0,2022-04-27
24311,4.0,35.0,27.5,22.5,78.5,Less than 18,F,Middle School,Student,19.0,2022-04-27
24315,5.0,10.0,-47.5,-87.5,-45.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0,2022-04-27
24316,3.0,45.0,-20.0,-20.0,38.0,Less than 18,M,I'd rather not answer,Student,13.0,2022-04-27
24318,5.0,12.5,-42.5,-67.5,-12.5,Less than 18,M,Middle School,Student,37.0,2022-04-27
24321,5.0,10.0,-5.0,-40.0,-22.0,Less than 18,M,Middle School,Student,27.0,2022-04-27
24323,5.0,-20.0,-50.0,-77.5,-76.0,Between 18 and 25,M,High School,University Student,30.0,2022-04-27
24326,2.0,42.5,27.5,52.5,67.0,Between 18 and 25,M,High School,University Student,19.0,2022-04-27
24327,2.0,47.5,50.0,87.5,94.5,Between 18 and 25,M,High School,Student,14.0,2022-04-27
24328,4.0,-22.5,35.0,35.0,84.5,Between 46 and 55,M,High School,Entrepreneur,42.0,2022-04-27
24329,2.0,65.0,25.0,17.5,141.5,Less than 18,M,Middle School,Student,12.0,2022-04-27
24332,2.0,85.0,25.0,52.5,127.0,Between 18 and 25,M,High School,Student,2.0,2022-04-27
24333,5.0,42.5,-70.0,-105.0,-42.0,Between 26 and 35,M,I'd rather not answer,I'd rather not answer,37.0,2022-04-27
24334,5.0,12.5,-40.0,-95.0,-104.5,Between 46 and 55,M,Master's Degree,I'd rather not answer,17.0,2022-04-27
24335,3.0,30.0,-27.5,2.5,19.5,Between 46 and 55,M,PhD,Freelance,27.0,2022-04-28
24336,4.0,37.5,12.5,30.0,84.5,Between 46 and 55,F,Middle School,Freelance,19.0,2022-04-28
24337,6.0,2.5,-15.0,10.0,63.0,Between 26 and 35,M,First Level Master Degree,Permanent Employee,28.0,2022-04-28
24338,2.0,85.0,30.0,22.5,108.5,Between 18 and 25,M,High School,University Student,4.0,2022-04-28
24340,2.0,87.5,45.0,25.0,109.5,Between 18 and 25,M,High School,University Student,4.0,2022-04-28
24341,3.0,37.5,-17.5,-7.5,31.0,Between 18 and 25,F,Middle School,Student,13.0,2022-04-28
24342,5.0,20.0,-57.5,-32.5,-6.0,Between 18 and 25,M,High School,University Student,16.0,2022-04-28
24343,5.0,20.0,-57.5,-27.5,4.0,Between 18 and 25,M,High School,University Student,16.0,2022-04-28
24344,5.0,25.0,-52.5,-22.5,11.5,Between 18 and 25,M,High School,University Student,16.0,2022-04-28
24345,6.0,40.0,-20.0,-15.0,69.0,Between 18 and 25,F,High School,University Student,13.0,2022-04-28
24346,2.0,67.5,17.5,60.0,74.5,Between 46 and 55,M,Master's Degree,Permanent Employee,12.0,2022-04-28
24347,6.0,62.5,-7.5,-15.0,57.5,Between 18 and 25,M,High School,University Student,12.0,2022-04-28
24348,6.0,57.5,0.0,-7.5,52.5,Between 18 and 25,M,High School,University Student,12.0,2022-04-28
24349,5.0,37.5,-7.5,-45.0,-48.5,Less than 18,M,Middle School,Student,10.0,2022-04-28
24350,2.0,55.0,52.5,37.5,88.5,Between 18 and 25,M,High School,Looking for employment,21.0,2022-04-28
24351,5.0,-20.0,-80.0,-190.0,-97.0,Between 18 and 25,M,High School,University Student,36.0,2022-04-28
24352,4.0,17.5,2.5,7.5,95.5,Less than 18,N,Middle School,Student,19.0,2022-04-28
24353,2.0,5.0,30.0,62.5,117.0,Between 36 and 45,M,High School,Permanent Employee,21.0,2022-04-28
24354,2.0,72.5,5.0,60.0,117.0,Between 18 and 25,F,Bachelor's Degree,University Student,12.0,2022-04-28
24355,6.0,0.0,0.0,10.0,28.5,Between 18 and 25,M,Bachelor's Degree,Student,27.0,2022-04-28
24357,2.0,65.0,22.5,55.0,101.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-04-28
24358,5.0,27.5,-42.5,-120.0,-57.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0,2022-04-28
24359,5.0,27.5,-60.0,-127.5,-62.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0,2022-04-28
24360,5.0,45.0,15.0,-30.0,3.5,Between 18 and 25,M,I'd rather not answer,Student,13.0,2022-04-28
24361,2.0,80.0,90.0,140.0,172.0,Between 18 and 25,M,High School,University Student,1.0,2022-04-29
24362,2.0,50.0,27.5,52.5,88.5,Between 18 and 25,M,High School,University Student,21.0,2022-04-29
24363,4.0,67.5,-12.5,10.0,57.0,Between 18 and 25,M,High School,University Student,12.0,2022-04-29
24364,2.0,2.5,30.0,60.0,84.5,Between 36 and 45,M,Master's Degree,I'd rather not answer,19.0,2022-04-29
24367,2.0,27.5,52.5,65.0,117.0,Less than 18,N,High School,Student,21.0,2022-04-29
24368,6.0,30.0,17.5,-2.5,41.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,28.0,2022-04-29
24369,4.0,35.0,-12.5,10.0,63.5,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,13.0,2022-04-29
24370,4.0,52.5,32.5,5.0,55.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-04-29
24371,2.0,75.0,62.5,67.5,115.0,Less than 18,F,Middle School,Student,2.0,2022-04-29
24372,6.0,75.0,-12.5,-27.5,53.0,Between 18 and 25,M,I'd rather not answer,Student,12.0,2022-04-29
24375,5.0,60.0,-32.5,-67.5,3.0,Between 18 and 25,M,Middle School,Student,9.0,2022-04-29
24377,5.0,50.0,-62.5,-102.5,-19.5,Between 36 and 45,M,Master's Degree,Freelance,10.0,2022-04-29
24379,5.0,-7.5,-50.0,-82.5,14.0,Between 26 and 35,M,Master's Degree,Entrepreneur,37.0,2022-04-29
24381,6.0,57.5,-30.0,2.5,71.0,Less than 18,M,Middle School,Student,13.0,2022-04-29
24382,2.0,82.5,30.0,27.5,127.0,Between 26 and 35,M,Master's Degree,Public Employee,4.0,2022-04-29
24383,2.0,85.0,25.0,45.0,82.0,Between 26 and 35,M,Bachelor's Degree,Freelance,4.0,2022-04-29
24384,5.0,-40.0,-2.5,17.5,-28.5,Between 18 and 25,M,Bachelor's Degree,Student,41.0,2022-04-29
24385,6.0,22.5,-22.5,17.5,44.5,Less than 18,M,Middle School,Student,28.0,2022-04-29
24386,2.0,55.0,75.0,62.5,122.0,Between 36 and 45,M,First Level Master Degree,Permanent Employee,14.0,2022-04-29
24387,2.0,60.0,70.0,55.0,122.0,Between 36 and 45,M,First Level Master Degree,Permanent Employee,14.0,2022-04-29
24388,3.0,27.5,-17.5,-20.0,41.5,Less than 18,M,I'd rather not answer,Student,16.0,2022-04-29
24389,2.0,77.5,40.0,52.5,113.0,Between 18 and 25,M,Middle School,Student,2.0,2022-04-29
24390,2.0,65.0,37.5,62.5,118.5,Between 26 and 35,F,Bachelor's Degree,University Student,14.0,2022-04-29
24392,5.0,22.5,-35.0,-65.0,-4.5,Between 18 and 25,M,High School,Student,16.0,2022-04-29
24393,5.0,27.5,-37.5,-60.0,-7.0,Between 36 and 45,M,Master's Degree,Permanent Employee,16.0,2022-04-29
24394,2.0,65.0,47.5,90.0,109.5,Between 36 and 45,M,Master's Degree,Permanent Employee,14.0,2022-04-29
24395,5.0,32.5,-42.5,-87.5,-2.0,Between 46 and 55,F,First Level Master Degree,Freelance,16.0,2022-04-29
24396,5.0,17.5,-47.5,-80.0,-8.5,Between 36 and 45,M,High School,Permanent Employee,37.0,2022-04-29
24397,5.0,35.0,-47.5,-80.0,-14.5,Between 26 and 35,F,Master's Degree,Freelance,10.0,2022-04-29
24398,5.0,22.5,-55.0,-105.0,-24.5,Between 46 and 55,F,First Level Master Degree,Freelance,37.0,2022-04-29
24399,5.0,-47.5,7.5,2.5,-40.5,Between 36 and 45,F,Master's Degree,Public Employee,31.0,2022-04-29
24400,5.0,37.5,-57.5,-67.5,-7.0,Between 18 and 25,M,I'd rather not answer,I'd rather not answer,10.0,2022-04-29
24401,5.0,12.5,-17.5,-77.5,0.5,Between 36 and 45,F,Master's Degree,Entrepreneur,16.0,2022-04-29
24402,5.0,-5.0,-42.5,-70.0,-2.0,Between 46 and 55,M,Master's Degree,Freelance,37.0,2022-04-29
24405,2.0,65.0,52.5,122.5,129.5,Less than 18,M,I'd rather not answer,Student,14.0,2022-04-29
24406,3.0,22.5,-10.0,-37.5,54.0,Less than 18,M,Middle School,Student,16.0,2022-04-29
24407,5.0,12.5,-75.0,-102.5,-91.5,Less than 18,M,Middle School,Student,38.0,2022-04-29
24408,5.0,-17.5,-40.0,-70.0,-7.0,Less than 18,M,Middle School,Student,30.0,2022-04-29
24409,3.0,50.0,5.0,-20.0,21.5,More than 65,M,PhD,Entrepreneur,13.0,2022-04-29
24411,5.0,-12.5,-20.0,-65.0,-2.0,More than 65,M,Master's Degree,Student,31.0,2022-04-29
24412,5.0,25.0,-75.0,-127.5,-62.0,Between 18 and 25,M,Bachelor's Degree,Permanent Employee,37.0,2022-04-29
24413,5.0,15.0,-10.0,-100.0,-52.0,Between 36 and 45,M,High School,Looking for employment,17.0,2022-04-29
24414,4.0,17.5,17.5,25.0,50.0,Between 26 and 35,M,Master's Degree,Public Employee,28.0,2022-04-30
24415,2.0,70.0,50.0,95.0,127.0,Between 18 and 25,M,High School,University Student,2.0,2022-04-30
24416,5.0,25.0,-52.5,-90.0,-17.0,Between 18 and 25,M,High School,Freelance,37.0,2022-04-30
24417,2.0,80.0,72.5,97.5,109.5,Between 18 and 25,M,High School,University Student,2.0,2022-04-30
