nearest_public_figure_id,econ,dipl,govt,scty,age,sex,study,work,nearest_result_id
5.0,62.5,-17.5,-60.0,-14.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,8.0
2.0,65.0,50.0,90.0,123.5,Less than 18,M,Middle School,Student,14.0
3.0,60.0,-20.0,-35.0,57.5,Between 56 and 65,F,High School,Retired,13.0
2.0,65.0,52.5,82.5,119.5,Less than 18,M,Middle School,Student,14.0
3.0,17.5,-15.0,7.5,26.0,Between 18 and 25,M,High School,University Student,27.0
2.0,70.0,72.5,95.0,122.0,Less than 18,M,Middle School,Student,2.0
4.0,45.0,17.5,10.0,89.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0
2.0,77.5,65.0,97.5,132.0,Less than 18,M,Middle School,Student,2.0
5.0,37.5,-27.5,-42.5,-11.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0
6.0,45.0,-5.0,-2.5,59.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0
5.0,0.0,0.0,0.0,0.0,Between 18 and 25,M,Middle School,Student,27.0
5.0,40.0,-5.0,-40.0,16.0,Between 26 and 35,F,Bachelor's Degree,Looking for employment,16.0
2.0,10.0,25.0,65.0,74.0,More than 65,M,I'd rather not answer,Retired,19.0
5.0,-40.0,0.0,40.0,-12.0,Between 36 and 45,M,High School,I'd rather not answer,41.0
2.0,57.5,-10.0,40.0,122.0,Between 18 and 25,F,Middle School,Student,12.0
5.0,27.5,-27.5,-35.0,16.0,Between 26 and 35,M,Bachelor's Degree,Entrepreneur,16.0
5.0,7.5,-75.0,-45.0,-18.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0
4.0,30.0,20.0,27.5,73.5,Between 18 and 25,M,High School,Looking for employment,19.0
2.0,52.5,37.5,42.5,102.5,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,21.0
2.0,65.0,32.5,50.0,129.5,Between 18 and 25,M,High School,Freelance,2.0
2.0,50.0,32.5,57.5,101.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,21.0
2.0,80.0,27.5,47.5,88.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,4.0
4.0,47.5,-7.5,-2.5,86.0,Less than 18,F,Middle School,Student,12.0
6.0,37.5,-5.0,-12.5,49.0,Less than 18,M,Middle School,Student,13.0
4.0,42.5,5.0,2.5,78.5,Less than 18,F,Middle School,Student,12.0
2.0,-2.5,40.0,95.0,118.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,33.0
2.0,-7.5,25.0,107.5,92.0,Less than 18,M,High School,Student,33.0
2.0,57.5,52.5,102.5,119.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
4.0,45.0,30.0,32.5,72.0,Less than 18,F,High School,Student,19.0
2.0,82.5,65.0,107.5,127.0,Between 18 and 25,M,High School,Student,2.0
5.0,-10.0,-110.0,-160.0,-137.0,More than 65,M,Vocational qualification,Retired,36.0
2.0,-30.0,90.0,125.0,134.5,Between 26 and 35,M,PhD,Entrepreneur,33.0
5.0,17.5,-67.5,-102.5,-31.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0
2.0,42.5,32.5,100.0,104.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
5.0,-57.5,-75.0,-180.0,-137.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,36.0
6.0,47.5,5.0,0.0,44.0,Less than 18,F,Middle School,Student,12.0
4.0,62.5,-7.5,-7.5,76.5,Less than 18,M,Middle School,Student,12.0
6.0,70.0,25.0,-2.5,12.5,Between 46 and 55,M,Vocational qualification,Entrepreneur,12.0
5.0,15.0,-72.5,-27.5,12.0,Between 18 and 25,M,High School,Looking for employment,16.0
2.0,-60.0,50.0,100.0,72.0,Between 56 and 65,F,First Level Master Degree,Freelance,47.0
5.0,-80.0,-82.5,-127.5,-142.0,Less than 18,M,Middle School,Student,39.0
5.0,27.5,-25.0,-27.5,-12.0,Less than 18,M,High School,Student,27.0
5.0,-15.0,-65.0,-95.0,10.5,Less than 18,M,Middle School,Student,37.0
2.0,77.5,40.0,60.0,114.5,Between 18 and 25,M,Bachelor's Degree,University Student,2.0
4.0,-50.0,-40.0,70.0,92.0,Less than 18,M,Middle School,Student,47.0
5.0,45.0,-50.0,-140.0,-17.0,Between 18 and 25,M,High School,Student,10.0
5.0,-7.5,-52.5,-55.0,-27.5,Between 18 and 25,M,I'd rather not answer,Student,30.0
5.0,-47.5,-80.0,-115.0,-82.0,Less than 18,M,PhD,Student,39.0
5.0,60.0,-45.0,-120.0,13.0,Between 18 and 25,M,High School,Student,9.0
2.0,32.5,42.5,55.0,87.0,Between 18 and 25,M,High School,University Student,21.0
2.0,70.0,42.5,77.5,122.0,Between 18 and 25,M,High School,University Student,2.0
2.0,-2.5,25.0,67.5,109.5,Less than 18,M,I'd rather not answer,Student,19.0
2.0,-30.0,-20.0,90.0,92.0,Less than 18,M,Middle School,Student,42.0
6.0,62.5,12.5,5.0,31.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0
2.0,90.0,67.5,95.0,167.0,Less than 18,M,Middle School,Student,2.0
2.0,90.0,72.5,110.0,169.5,Between 26 and 35,M,PhD,University Student,2.0
2.0,62.5,10.0,15.0,109.5,Less than 18,N,Middle School,Student,12.0
5.0,-52.5,-105.0,-132.5,-157.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0
2.0,-20.0,55.0,117.5,121.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,33.0
5.0,-72.5,-85.0,-87.5,0.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,43.0
4.0,35.0,15.0,20.0,88.5,Less than 18,F,Middle School,Student,19.0
4.0,67.5,12.5,12.5,69.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0
4.0,32.5,-7.5,35.0,73.5,I'd rather not answer,F,I'd rather not answer,I'd rather not answer,19.0
3.0,-30.0,5.0,45.0,-7.0,Between 26 and 35,N,Middle School,Student,41.0
5.0,42.5,-82.5,-142.5,13.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0
4.0,60.0,-12.5,10.0,78.5,Between 26 and 35,M,High School,I'd rather not answer,12.0
5.0,10.0,-20.0,-60.0,-61.0,Between 18 and 25,M,High School,University Student,17.0
2.0,90.0,67.5,80.0,122.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0
5.0,-40.0,-82.5,-72.5,-68.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,43.0
5.0,32.5,-47.5,-25.0,22.0,Between 26 and 35,M,Bachelor's Degree,Entrepreneur,16.0
5.0,-30.0,-65.0,-15.0,11.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0
5.0,-62.5,-62.5,-27.5,17.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,44.0
5.0,-12.5,-90.0,-52.5,-43.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0
5.0,50.0,-57.5,-167.5,-112.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,24.0
5.0,0.0,0.0,0.0,0.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0
5.0,-40.0,-45.0,-35.0,-3.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,44.0
2.0,70.0,35.0,60.0,134.5,Between 18 and 25,M,High School,Student,2.0
3.0,22.5,-40.0,-2.5,22.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0
6.0,27.5,-17.5,-2.5,64.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0
3.0,-35.0,5.0,45.0,-7.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0
5.0,40.0,0.0,-40.0,12.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0
4.0,45.0,20.0,37.5,51.0,Between 18 and 25,M,Master's Degree,University Student,19.0
6.0,45.0,-10.0,-15.0,63.0,Between 18 and 25,M,High School,University Student,13.0
2.0,47.5,12.5,52.5,96.0,Between 18 and 25,M,Middle School,Student,19.0
2.0,75.0,42.5,102.5,139.5,Less than 18,M,Middle School,Student,2.0
4.0,32.5,7.5,25.0,43.5,Between 18 and 25,N,Middle School,Student,19.0
5.0,-30.0,-10.0,-12.5,13.5,Less than 18,M,High School,Student,41.0
2.0,77.5,42.5,77.5,107.0,Between 18 and 25,M,Middle School,Student,2.0
2.0,50.0,35.0,40.0,113.5,Between 18 and 25,M,High School,Student,21.0
3.0,52.5,-10.0,-2.5,23.5,Between 26 and 35,M,High School,Looking for employment,13.0
2.0,72.5,-20.0,35.0,104.5,Between 18 and 25,M,High School,University Student,12.0
2.0,67.5,40.0,72.5,94.5,Between 18 and 25,M,Bachelor's Degree,University Student,14.0
5.0,27.5,-7.5,-45.0,6.0,More than 65,F,High School,University Student,16.0
4.0,25.0,22.5,-2.5,61.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0
5.0,50.0,-40.0,-160.0,-102.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,24.0
2.0,75.0,57.5,67.5,139.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0
5.0,17.5,-12.5,-47.5,16.0,Less than 18,M,Middle School,Student,16.0
2.0,57.5,22.5,52.5,96.0,Between 18 and 25,M,I'd rather not answer,I'd rather not answer,12.0
2.0,20.0,2.5,65.0,119.5,Between 18 and 25,M,High School,Student,19.0
5.0,15.0,-67.5,-42.5,18.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0
4.0,12.5,-15.0,35.0,77.0,Between 18 and 25,M,High School,Student,28.0
6.0,12.5,-15.0,17.5,20.0,Between 18 and 25,M,I'd rather not answer,Student,27.0
5.0,7.5,-10.0,-85.0,-29.5,Less than 18,M,Middle School,Student,17.0
5.0,-17.5,-72.5,-177.5,-94.5,More than 65,M,PhD,Retired,38.0
5.0,-17.5,-5.0,-45.0,-37.0,More than 65,M,I'd rather not answer,Entrepreneur,31.0
5.0,55.0,-35.0,-52.5,24.0,Between 18 and 25,M,Middle School,Student,9.0
4.0,47.5,-15.0,-5.0,83.5,Between 18 and 25,M,Middle School,Student,12.0
5.0,-20.0,-40.0,-112.5,-67.0,Between 46 and 55,M,Vocational qualification,Public Employee,30.0
5.0,5.0,-42.5,-115.0,-4.5,Between 56 and 65,M,Bachelor's Degree,Looking for employment,37.0
5.0,15.0,-30.0,-40.0,-9.0,More than 65,M,I'd rather not answer,Freelance,27.0
2.0,72.5,42.5,32.5,119.0,Between 18 and 25,M,High School,Fixed Term Employee,4.0
5.0,0.0,-65.0,-50.0,-8.0,Less than 18,M,Middle School,Student,37.0
5.0,37.5,-32.5,-40.0,1.5,Less than 18,M,Middle School,Student,16.0
5.0,40.0,-70.0,-80.0,-9.5,Less than 18,M,Middle School,Student,10.0
5.0,5.0,-55.0,-62.5,-27.0,Less than 18,M,Middle School,Student,37.0
6.0,22.5,-30.0,10.0,44.5,Between 18 and 25,M,High School,University Student,27.0
5.0,27.5,-32.5,-15.0,8.5,Between 18 and 25,M,High School,Student,16.0
5.0,32.5,-57.5,-85.0,-47.0,Less than 18,M,Middle School,Student,17.0
5.0,-25.0,-20.0,2.5,15.0,Less than 18,M,Middle School,Student,41.0
4.0,37.5,25.0,50.0,49.5,Between 18 and 25,M,Bachelor's Degree,University Student,19.0
4.0,45.0,20.0,20.0,80.5,Between 18 and 25,M,High School,Looking for employment,12.0
2.0,55.0,20.0,67.5,109.5,Less than 18,F,Middle School,Student,21.0
2.0,65.0,22.5,55.0,104.5,Less than 18,M,Middle School,Student,12.0
5.0,42.5,-80.0,-137.5,-52.0,More than 65,M,Middle School,Retired,24.0
6.0,-27.5,-10.0,10.0,34.5,Between 18 and 25,M,High School,University Student,41.0
2.0,67.5,47.5,72.5,122.0,Between 18 and 25,M,High School,University Student,2.0
2.0,77.5,57.5,77.5,77.0,Between 46 and 55,M,First Level Master Degree,Permanent Employee,2.0
2.0,30.0,42.5,115.0,127.0,Between 18 and 25,M,High School,University Student,14.0
5.0,25.0,-25.0,-20.0,16.0,Between 18 and 25,M,Middle School,Student,16.0
5.0,50.0,-37.5,-47.5,18.0,Between 18 and 25,M,Middle School,Student,9.0
5.0,-30.0,-50.0,-80.0,-92.0,Less than 18,M,Middle School,Student,30.0
2.0,60.0,35.0,47.5,106.0,Between 18 and 25,F,Bachelor's Degree,University Student,12.0
5.0,62.5,-15.0,-37.5,27.5,Between 18 and 25,M,High School,Student,13.0
4.0,72.5,10.0,12.5,69.0,Between 26 and 35,M,Bachelor's Degree,University Student,12.0
5.0,37.5,-62.5,-100.0,-47.0,Less than 18,M,Middle School,Student,37.0
5.0,5.0,-25.0,-17.5,34.0,Less than 18,M,I'd rather not answer,Student,27.0
2.0,-35.0,10.0,75.0,107.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,42.0
2.0,-50.0,22.5,92.5,87.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,34.0
2.0,-15.0,70.0,180.0,92.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,23.0
2.0,45.0,62.5,97.5,113.5,Less than 18,M,Middle School,Student,14.0
4.0,60.0,-17.5,5.0,111.5,Less than 18,M,Middle School,Student,12.0
5.0,45.0,0.0,-25.0,3.0,I'd rather not answer,M,I'd rather not answer,Student,13.0
3.0,7.5,-2.5,-15.0,33.0,Between 18 and 25,M,Middle School,Looking for employment,27.0
6.0,-17.5,-5.0,32.5,32.0,Between 18 and 25,M,High School,University Student,27.0
2.0,-57.5,22.5,87.5,87.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,47.0
2.0,65.0,55.0,80.0,124.5,Less than 18,M,I'd rather not answer,Student,14.0
6.0,35.0,0.0,2.5,58.5,Less than 18,F,I'd rather not answer,Student,12.0
4.0,37.5,12.5,22.5,50.0,Between 18 and 25,M,Bachelor's Degree,University Student,19.0
5.0,-22.5,-25.0,-10.0,9.0,Less than 18,M,PhD,Entrepreneur,41.0
6.0,37.5,-2.5,12.5,41.5,Between 18 and 25,M,I'd rather not answer,I'd rather not answer,13.0
3.0,37.5,2.5,-2.5,21.5,Between 46 and 55,F,I'd rather not answer,I'd rather not answer,13.0
5.0,-12.5,-62.5,-55.0,-3.0,Less than 18,M,High School,Student,30.0
5.0,-20.0,-70.0,-160.0,-142.0,Between 18 and 25,M,PhD,Student,36.0
3.0,42.5,-37.5,-12.5,30.5,Between 18 and 25,M,Bachelor's Degree,University Student,13.0
5.0,-60.0,-60.0,-45.0,-4.5,Between 46 and 55,M,PhD,Freelance,44.0
5.0,40.0,-40.0,-35.0,10.5,Between 18 and 25,M,High School,University Student,16.0
2.0,50.0,22.5,52.5,137.0,Between 18 and 25,M,Bachelor's Degree,University Student,22.0
2.0,55.0,32.5,50.0,102.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,21.0
6.0,32.5,15.0,15.0,22.5,Less than 18,M,Middle School,Student,28.0
4.0,45.0,20.0,55.0,26.0,Less than 18,M,I'd rather not answer,Student,19.0
5.0,5.0,-82.5,-105.0,-77.0,Between 18 and 25,M,High School,Student,38.0
5.0,10.0,-90.0,-125.0,-94.5,Between 18 and 25,M,High School,Student,38.0
2.0,75.0,50.0,32.5,71.5,Between 18 and 25,M,High School,I'd rather not answer,4.0
5.0,35.0,-30.0,-30.0,-1.0,Between 18 and 25,M,Bachelor's Degree,University Student,16.0
4.0,70.0,17.5,15.0,58.5,Between 18 and 25,M,High School,I'd rather not answer,12.0
2.0,57.5,80.0,175.0,172.0,Less than 18,M,Vocational qualification,Student,1.0
2.0,90.0,70.0,125.0,167.0,More than 65,M,Middle School,Retired,2.0
4.0,80.0,-17.5,-5.0,90.0,Less than 18,M,Middle School,Student,12.0
6.0,55.0,-20.0,-2.5,71.0,Less than 18,M,Middle School,Student,12.0
2.0,5.0,17.5,57.5,91.0,Between 26 and 35,M,Master's Degree,Entrepreneur,19.0
2.0,-50.0,-20.0,90.0,92.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,47.0
5.0,12.5,-22.5,-20.0,-34.0,Between 26 and 35,N,Master's Degree,Public Employee,18.0
5.0,20.0,-50.0,-80.0,-12.0,Less than 18,M,Middle School,Student,37.0
2.0,90.0,42.5,67.5,113.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0
4.0,67.5,27.5,27.5,53.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0
2.0,52.5,40.0,37.5,93.5,Less than 18,F,Middle School,Student,12.0
5.0,-7.5,-52.5,-87.5,-27.0,Between 18 and 25,M,Bachelor's Degree,Permanent Employee,37.0
4.0,45.0,20.0,27.5,49.0,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,12.0
2.0,62.5,50.0,80.0,121.0,Less than 18,N,Middle School,Student,14.0
4.0,57.5,-20.0,0.0,75.5,Between 18 and 25,N,High School,University Student,12.0
5.0,27.5,-20.0,-75.0,12.0,Between 18 and 25,M,High School,Student,16.0
5.0,5.0,-90.0,-170.0,-157.0,More than 65,M,Middle School,Retired,36.0
2.0,12.5,2.5,57.5,82.0,Less than 18,M,Middle School,Student,19.0
5.0,-17.5,-45.0,-95.0,-57.0,I'd rather not answer,M,Vocational qualification,Permanent Employee,30.0
6.0,50.0,10.0,-7.5,53.5,Between 46 and 55,F,First Level Master Degree,Public Employee,12.0
2.0,57.5,20.0,57.5,73.5,Between 18 and 25,M,High School,Student,12.0
2.0,62.5,57.5,100.0,132.0,Between 18 and 25,M,High School,University Student,14.0
2.0,57.5,35.0,52.5,97.5,Less than 18,M,Middle School,Student,21.0
4.0,42.5,22.5,-2.5,86.0,Less than 18,M,Middle School,Student,12.0
6.0,40.0,-10.0,-2.5,53.5,Between 18 and 25,M,High School,Student,13.0
4.0,-10.0,-5.0,27.5,49.5,Less than 18,M,Middle School,Student,28.0
5.0,17.5,-32.5,-40.0,-8.5,Less than 18,M,I'd rather not answer,Student,27.0
6.0,30.0,15.0,15.0,26.5,Less than 18,M,Middle School,Student,28.0
5.0,40.0,-62.5,-160.0,-69.5,Less than 18,M,High School,Student,24.0
5.0,35.0,-47.5,-117.5,-37.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0
4.0,27.5,25.0,25.0,65.5,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,19.0
2.0,67.5,37.5,57.5,107.5,Less than 18,M,Middle School,Student,2.0
2.0,62.5,10.0,57.5,109.0,Less than 18,M,High School,Student,12.0
2.0,70.0,22.5,40.0,118.5,Less than 18,M,Middle School,Student,12.0
2.0,-45.0,100.0,170.0,132.0,Less than 18,M,Middle School,Student,23.0
5.0,35.0,0.0,-25.0,26.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0
4.0,55.0,15.0,52.5,67.0,Between 26 and 35,M,PhD,I'd rather not answer,12.0
4.0,57.5,27.5,22.5,63.5,Between 18 and 25,F,High School,University Student,12.0
2.0,60.0,67.5,107.5,124.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
2.0,50.0,37.5,62.5,117.0,Between 18 and 25,M,High School,Student,22.0
2.0,20.0,105.0,160.0,167.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
4.0,60.0,15.0,22.5,86.0,Between 18 and 25,F,Bachelor's Degree,University Student,12.0
5.0,-2.5,-45.0,-75.0,-44.0,Between 26 and 35,M,High School,Fixed Term Employee,30.0
5.0,17.5,-62.5,-110.0,-49.5,Less than 18,M,Middle School,Student,37.0
5.0,30.0,-90.0,-180.0,-142.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,36.0
2.0,40.0,50.0,62.5,95.0,Less than 18,F,Middle School,Student,21.0
5.0,27.5,-10.0,-42.5,18.0,Between 46 and 55,F,Master's Degree,Permanent Employee,16.0
4.0,32.5,30.0,47.5,69.5,Between 18 and 25,M,High School,University Student,19.0
4.0,32.5,15.0,35.0,59.5,Between 18 and 25,M,High School,University Student,19.0
6.0,52.5,-2.5,-10.0,70.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0
4.0,40.0,17.5,22.5,68.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0
2.0,22.5,85.0,112.5,122.0,Between 18 and 25,M,High School,Student,14.0
2.0,65.0,37.5,55.0,112.0,Between 18 and 25,M,High School,University Student,14.0
2.0,50.0,35.0,47.5,109.5,Between 18 and 25,M,High School,University Student,21.0
5.0,17.5,-42.5,-7.5,-19.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0
4.0,45.0,15.0,30.0,67.5,Less than 18,M,Middle School,Student,12.0
6.0,47.5,-5.0,-2.5,60.0,Between 46 and 55,M,PhD,I'd rather not answer,12.0
2.0,45.0,27.5,72.5,117.0,Less than 18,M,Middle School,Student,21.0
2.0,35.0,20.0,32.5,97.0,Between 18 and 25,M,High School,University Student,19.0
5.0,37.5,-2.5,-10.0,11.0,Between 18 and 25,F,High School,University Student,13.0
2.0,55.0,37.5,72.5,106.0,Between 36 and 45,F,Bachelor's Degree,Permanent Employee,14.0
4.0,52.5,12.5,30.0,68.5,Between 18 and 25,M,Vocational qualification,Student,12.0
5.0,5.0,17.5,-20.0,24.0,Between 46 and 55,M,High School,Permanent Employee,27.0
2.0,82.5,65.0,82.5,131.0,Less than 18,M,High School,Student,2.0
2.0,62.5,17.5,27.5,97.0,Less than 18,N,Middle School,Student,12.0
4.0,50.0,-20.0,25.0,92.0,Between 18 and 25,M,Middle School,Student,12.0
2.0,65.0,0.0,20.0,117.0,Between 18 and 25,M,Middle School,Student,12.0
5.0,15.0,-40.0,-87.5,-56.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,17.0
5.0,-30.0,-75.0,-102.5,-74.5,Between 18 and 25,M,I'd rather not answer,I'd rather not answer,38.0
5.0,55.0,-2.5,-42.5,12.5,Less than 18,M,Middle School,Student,9.0
6.0,72.5,20.0,-37.5,46.0,Less than 18,M,Middle School,Student,12.0
5.0,27.5,-35.0,-92.5,-35.0,Less than 18,M,High School,Student,17.0
2.0,60.0,20.0,40.0,101.0,Less than 18,M,Middle School,Student,12.0
5.0,30.0,-60.0,-130.0,-57.0,Less than 18,M,Middle School,Student,37.0
2.0,17.5,50.0,67.5,140.0,Less than 18,F,I'd rather not answer,Student,22.0
5.0,40.0,-20.0,-52.5,-4.0,Less than 18,M,Middle School,Student,16.0
5.0,30.0,-30.0,-45.0,23.0,Less than 18,M,Middle School,Student,16.0
3.0,-35.0,5.0,45.0,-7.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0
2.0,25.0,25.0,57.5,82.5,Between 46 and 55,M,PhD,Looking for employment,19.0
5.0,-10.0,-70.0,-122.5,-82.0,Less than 18,M,Middle School,Student,38.0
3.0,10.0,10.0,10.0,5.0,Less than 18,M,Bachelor's Degree,Entrepreneur,27.0
5.0,30.0,-30.0,-97.5,-42.5,Less than 18,M,Vocational qualification,Student,10.0
5.0,32.5,-22.5,-60.0,38.0,Less than 18,M,Middle School,Student,16.0
3.0,42.5,-10.0,-15.0,33.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0
5.0,50.0,-27.5,-42.5,30.5,Less than 18,M,Middle School,Student,9.0
3.0,37.5,-32.5,-35.0,56.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0
5.0,35.0,-22.5,-57.5,20.5,Less than 18,M,Middle School,Student,16.0
3.0,32.5,-25.0,-7.5,36.5,Between 18 and 25,M,Master's Degree,Student,13.0
2.0,37.5,20.0,42.5,82.0,Less than 18,M,Middle School,Student,19.0
2.0,10.0,40.0,80.0,117.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,33.0
3.0,27.5,-5.0,-12.5,21.5,Less than 18,M,High School,Student,27.0
5.0,20.0,-47.5,-87.5,-62.0,Between 18 and 25,M,High School,University Student,17.0
4.0,15.0,-17.5,27.5,54.5,Between 18 and 25,M,High School,University Student,28.0
5.0,32.5,-27.5,-40.0,34.0,Less than 18,M,Middle School,Student,16.0
5.0,-2.5,-77.5,-155.0,-122.0,Less than 18,M,Middle School,Student,38.0
2.0,67.5,40.0,47.5,104.5,Between 26 and 35,M,Bachelor's Degree,Public Employee,2.0
3.0,60.0,-10.0,0.0,6.0,Between 18 and 25,M,High School,Student,13.0
6.0,37.5,5.0,-10.0,58.5,Between 18 and 25,M,High School,University Student,12.0
4.0,25.0,17.5,32.5,61.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0
